ALMA_source_name,Band
J1733-1304,6
J1838-1853,6
RCW103_ref,8
J1717-3342,7
B335,8
3C279,6
J1256-0547,8
J1256-0547,8
J1641+2257,6
IRAS_F19297-0406,5
PSOJ004+17,7
J0334-4008,5
J0423-0120,6
DQ_Tau,6
J0435+2532,6
J0438+3004,6
SNR_0540-69.3,6
J0532+0732,6
J0521+2112,6
J0525-2338,6
J0538-4405,6
J1037-2934,6
Sgr_A_star,3
J1820-2528,3
J1745-0753,5
J1427-4206,3
J1924-2914,6
J2303-6807,6
J0006-0623,6
J2254+0054,5
P029-09,6
helms5,7
J0112+2244,6
M295_M296_M280_M281_OFF_0,6
J0423-0120,6
J0538-4405,7
J1037-2934,5
J0538-4405,7
GSC_8143-1225,6
J2258-2758,7
J0431+1731,7
P215-16,7
J1924-2914,7
J2036-2830,7
W0116-0505,7
TN_J0121+1320,8
J0449+1121,7
N132D_C_OFF_0,7
J0601-7036,6
J0423-0120,7
z6.3,6
J0948+0022,3
UVISTA-Y-003,3
Sgr_A_star_OFF_0,3
J2230-4416,6
GLASS-z13,6
J0112+2244,6
J2353-3037,6
J0112+2244,6
IT_Tau,6
J1604-4228,6
J0006-0623,8
J2359-3133,6
helms56,8
J0006-0623,6
J0423-0120,7
Betelgeuse,3
J1028+0255,3
J1229+0203,3
J1514-4748,3
J1256-0547,3
J1550+0527,3
J1517-2422,3
ID18,3
J1720-3552,3
J2258-2758,3
J0006-0623,3
J0006-0623,3
J0112+3208,3
J0423-0120,3
J0510+1800,3
HPC1001,3
MOSDEF-13296+13701,4
J1058+0133,3
J1415+1320,3
J1256-0547,3
J1427-4206,3
J1832-2039,3
G30.89+0.14,3
J1617-5848,4
J0334-4008,3
J0658-5840,1
J1058+0133,3
J1103+1158,3
J1159+2914,3
J1215+1654,3
J1229+0203,3
J1333+2725,3
J1342-2900,3
J1550+0527,3
J1427-4206,3
J1720-3552,3
J1427-4206,3
Filament1_OFF_0,3
J1832-1035,3
G018.93,3
J1427-4206,3
J1550+0527,3
J0423-0120,3
J0423-0120,3
J0204+1514,3
J0238+1636,3
J0700+1709,3
J0930+0034,3
J1015+1227,3
J1107-3043,3
J2253+1608,3
J1329-5608,3
J1229+0203,3
J1427-4206,3
ID18,3
J1524-5903,3
J1427-4206,3
J0930+0034,6
J1256-0547,6
I17008-4040,6
J1820-2528,6
J1924-2914,6
J0112+3208,6
J0530+1331,6
J0423-0120,6
I09018-4816,6
J0854+2006,3
RCW103_SW,3
J1924-2914,3
J1851+0035,4
Ser-emb_7,6
J2236+0032,6
G5127614,3
G088a,4
WB89_1047,3
HD131488,7
B335,7
J1924-2914,7
J2229-0832,7
PDS_70,8
J1254+1141,6
J1224+0330,3
J1256-0547,6
J1617-5848,6
SgrA,6
J1254+1141,6
J1238+0723,6
Cen_A,6
J1256-0547,7
J1254+1141,6
I16372-4545,6
J1733-1304,6
AG351,7
J1517-2422,5
HD_149914,6
J1717-3342,6
J1924-2914,6
J1733-1304,6
J2232+1143,3
HerBS-102,3
J2246-1206,6
RGALX347m01MPAID053334,3
J0336-3616,6
J0423-0120,6
QSO_B0132-097,3
J0529-0519,6
SgrA,6
SgrA,9
M87,7
PJ231356.6,7
HerBS-18,8
herbs163,8
HerBS-207,8
HerBS-138,8
RX_J0432.7+1809,6
J1256-0547,6
3C279,6
J1427-4206,6
J1256-0547,8
J1337-1257,6
J0529-0519,6
J1517-2422,8
Cen_A,6
J1305-1033,8
J1352-4412,9
J1254+1141,7
HerBS-166,8
M87,5
m33_brick2_box13_OFF_0,6
G5226811,3
PJ014341.2,6
J1246-0730,3
J0948+0022,6
J1427-4206,7
J1352-4412,7
J1256-0547,3
J1254+1141,7
J1733-1304,6
IRS_44,7
J1924-2914,7
Neptune,3
RCrA_IRS5N,3
RGALX336p00MPAID050640,3
HELMS45,7
H09_198,3
J0120-2701,7
NGC_34,6
J0423-0120,6
J0609-1542,6
HOPS_267,7
MonR2IRS3,6
IRAS_11385-5517,7
G287.36+0.64,7
NGC4254,3
J1145-6954,6
ngc4586,3
J1256-0547,5
ngc4235,3
NGC5427,6
J1551-1755,7
PJ132630.3,7
J1239-1023,7
C13,3
J1957-3845,3
J1957-3845,7
J2258-2758,7
JCC87_IRAS_2A,5
L1448_IRS_3B,7
J0309-6058,7
J0532+0732,3
J0426+2327,6
J0552,5
WB89_1057_OFF_0,6
J1303+2433,6
Sgr_A_star_OFF_0,3
C2017_K2,7
J1642+3948,7
C2017_K2,6
C2017_K2,4
C2017_K2,3
J2253+1608,8
J1924-2914,9
TN_J0205+2242,8
J0423-0120,6
J0348-2749,4
J0423-0120,3
J0538-4405,6
ngc1068,3
ESO121-IG028,3
S555,6
HerBS-118,4
HerBS-170,4
J2258-2758,4
J2258-2758,4
J2258-2758,4
J1427-4206,3
Sgr_A_star,3
J1924-2914,3
J2025+3343,7
J2158-1501,7
J2134-0153,7
ADF22.A6,7
J0210-5101,6
Sgr_A_star_OFF_0,3
SS433_knot_13CO_region4_OFF_0,3
J2258-2758,4
HerBS-203,3
HerBS-94,4
J0423-0120,6
J0423-0120,6
J0601-7036,6
J0538-4405,6
J0747-3310,6
J1037-2934,6
J1028-0236,4
ODISEA_C4_082AB,4
J1957-3845,3
HerBS-198,4
J0006-0623,6
J2258-2758,6
J0237+2848,6
NGC_2071,6
J0601-7036,6
J0427+0457,5
u_Mrk704,6
CW_Leo,6
J1256-0547,5
J1058+0133,7
J1258-2219,5
Ced110-IRS4,5
ad3a-20408,3
cdfs51,3
ad3a-18487,3
ad3a-19434,3
UDS-52324,3
J0238+1636,3
J0238+1636,3
J0342-3007,3
J0438+3004,6
J0538-4405,6
z6.16.2_z6.3,5
W0831+0140,7
NGC3941,3
TNJ0924-2201,7
J1146-2859,6
J1256-0547,6
SN2009gd,6
ad3a-22046,3
ad3a-25741,3
ad3a-25579,3
J2337-0230,3
GRB220101A,3
J0342-3007,3
J0006-0623,6
L1527,6
Betelgeuse,7
J0527+0331,7
J0529-7245,6
J0348-2749,7
J0538-4405,6
N79_SW,6
J0431+1731,7
J0532+0732,6
J0930+0034,7
J1058+0133,7
J1256-0547,6
J1058+0133,6
J1256-0547,6
CW_Leo,6
J1221+2813,8
J0948+0022,7
IRS48,7
ad3a-24946,3
J1851+0035,6
J2056-4714,3
J2206-0031,4
J2258-2758,3
P009-10,6
J0143-3200,8
J0237+2848,7
J0423-0120,6
m33_brick2_box4,6
NGC1068,8
J0519-4546,7
HD_245185,6
J1427-4206,7
GJ_674,6
J1512+0203,9
J2253+1608,8
J2348-1631,9
J0108+0135,9
NGC1068,9
J0108+0135,8
J0423-0120,8
2mass_J04465897+1702381,6
J1549+0237,9
J1924-2914,4
GRS_1915+105,6
ngc4701,3
J1610-3958,7
J212044.83+015852.3,9
J0231+1322,6
J0141-0928,8
2MASS_J05044139+2509544,6
J0440+1437,6
J1625-2527,6
Sz_51,7
J1924-2914,3
J1315-5334,7
J1554-2704,7
IRAS_19190+1102,6
J1820-2528,6
J2330-3724,6
J2000-1748,6
WB89_794,3
J1553-2422,6
ngc4771,3
J1254+1141,6
J1531-5108,6
J1924-2914,6
J2207-5346,4
m33_brick2_box5,6
J2232+1143,9
UDS52,7
J0204+1514,8
J0336+3218,6
J1224-8313,7
J1625-2527,7
Lh08,7
J1851+0035,6
J2246-1206,7
J2232+1143,6
HERS8,7
HERS5,7
J2253+1608,3
J0006-0623,3
J0115-0127,3
SDSSJ014018.20-013805.8,3
J0215-0222,3
J0423-0120,6
J0538-4405,6
J1924-2914,6
J1717-3342,6
J1717-3342,6
J1717-3342,6
J1924-2914,3
Sgr_A_star_OFF_0,3
J2136+0041,6
J1450+0910,4
J0151+2744,6
J0459-58,5
J0629-1959,8
J0811+0146,8
Wolf_359,6
J1037-2934,3
J1231+0418,4
J1550+0527,3
J1215-1731,5
J1517-2422,3
J1851+0035,7
J1517-2422,6
J1617-5848,6
IRAS_17106-3046,7
J1617-5848,5
J1517-2422,6
J1337-1257,4
J0423-0120,7
J0423-0120,7
J0348-2749,7
J0854+2006,3
CW_Leo,6
AT_Pyx,6
J0948+0022,6
J0125-50,5
J2232+1143,8
J0224-94,7
J0112+2244,6
J1606+1814,3
J1555+1111,3
Sgr_A_star_OFF_0,3
J2323-0317,5
J2357-5311,6
J0113,5
J2232+1143,6
HD_9985,6
J0112+2244,6
J0325+2224,6
J0425,5
HD_170116,6
J1924-2914,3
J1924-2914,3
J1744-3116,3
Sgr_A_star,3
J0506-6109,7
J0348-2749,7
J0423-0120,6
SVA1_COADD-2970674189,3
SGAS0900,4
I11332-6258,6
J1150+2417,6
J1058+0133,6
J1229+0203,6
J1150-0023,6
J124359.03+032253.8_z_5.970,6
J122331.91+025721.5_z_6.270,6
u_IC4329A,6
J1256-0547,6
J1650-5044,6
I16487-4423_1,6
I17006-4215,6
I17545-2357,6
J1427-4206,6
I18089-1732,6
I18290-0924_1,6
HSCJ221027+030428_z_6.900,6
HSCJ223212+001238_z_6.180,6
J2232+1143,6
J0423-0120,6
J1058+0133,4
J2357-5311,3
J1359+0159,3
J1229+0203,4
J1405+0415,3
J1410+0203,3
J1832-2039,3
DFK_49,6
J1924-2914,6
J1957-3845,6
J2232+1143,6
PS1J225634_-024559_z_6.500,6
J1256-0547,7
J1427-4206,7
DLA0817g1,4
J1427-4206,7
J1427-4206,7
J1924-2914,6
J224025.71+073044.13_z_5.998,6
J2232+1143,6
COSBO-7,6
DFK_13,6
HSCJ000142+000057_z_6.690,6
J0238+1636,6
J0423-0120,3
J1037-2934,4
S26_135,6
NGC4472,6
J1427-4206,5
J1802-3940,6
HESSJ1731_01,6
J1802-3940,6
RXJ1842.9-3532,6
J2230-1325,6
J0519-4546,3
I15584-5247,6
J1337-1257,6
J1924-2914,6
J1617-5848,6
J1924-2914,6
J192600-314202,7
SVA1_COADD-2938085330,4
1237679323935343274,4
SVA1_COADD-2938969684,4
J0519-4546,3
J0235-0402,4
J1410+0203,3
J1832-2039,3
J1832-1035,6
SVA1_COADD-2970773686,5
J0455-4615,3
J1037-2934,4
J1037-2934,4
COALAS-SW.06,4
J1146-2859,4
J1037-2934,4
J1037-2934,4
COALAS-SW.04,4
J1924-2914,6
J1924-2914,3
J2232+1143,6
AFGL7009S,6
J0522-3627,10
J0231-4746,6
J0538-4405,6
GG_Tau,7
C2020_441697,7
J0854+2006,6
HOPS-133,6
J2321+2732,7
J2232+1143,6
SMM4,6
J0238+1636,6
J0241-0815,6
J0750+1231,6
J1058+0133,6
J1427-4206,7
PJ144958.6,6
J1924-2914,6
GRB1,3
J1924-2914,6
J212204.26+015407.1,6
J1924-2914,6
J214524.17+063734.0,6
J1924-2914,8
J0100+2802,8
J0423-0120,7
J0423-0120,6
J0438+3004,7
GSIRS34,9
J0423-0120,8
J1058+0133,6
J1550+0527,4
J1427-4206,7
IRAS_15398-3359_OFF_0,6
J1924-2914,3
J1914+1636,4
J1924-2914,5
J2218-0335,7
C14,3
HSCJ2338+0143,6
J2232+1143,6
HerBS-97,3
J2335-0131,6
ngc7496,3
J231345.56+174948.3,6
ESO_467-G027,8
J233011.14+024456.2,6
J2253+1608,9
J2253+1608,9
HerBS-97,8
NGC_0289,3
m33_brick2_box1_OFF_0,6
GSIRS39,9
J2243-2544,6
J235321.00+102322.0,6
J1058+0133,6
J1924-2914,6
J1625-2527,6
NGC_34,6
J1924-2914,6
J1914+1636,3
GRB221009A,4
HD_152369,6
J1820-2528,3
J1733-3722,7
J2258-2758,6
J2258-2758,3
m33_brick1_box2,6
J011943.07+032501.9,6
J2359-3133,6
m33_brick1_box1,6
J0106-2718,6
J0108+0135,9
J0541-0541,7
J0423-0120,7
GRB221009A,5
J081107.38+164304.1,9
J0840+1312,7
ESO436-046,6
J0914+0245,6
HD_106473,6
J1220+0203,4
HerBS-203,4
J1617-5848,6
H63.2641+0.1226,6
W2246-0526,4
J2232+1143,3
J2258-2758,4
J2359-3133,6
J001453.27+032448.0,6
J014654.79+022207.5,6
J2359-3133,6
J1517-2422,7
NGC7469,8
J0153-3310,8
m33_brick1_box14,6
J0423-0120,6
OMC2,6
HOPS-370,6
NGC3368,3
J1058+0133,3
J1342-2900,3
sz_72,5
J1820-2528,6
SSTc2d_J162728.4-242721,5
J2229+0114,4
H09_179_OFF_0,3
J1427-4206,6
J1523-3338,5
RCrA_IRS7B,3
J2236-1433,5
J2330-3724,8
J2253+1608,6
J0357+2319,6
J0112+3208,6
J0336-2644,3
J0558+0044,3
G173.482+2.446,7
J0610-1847,6
J1222+0413,3
J1427-4206,3
J1107-4449,3
ngc4273,3
J1231+0418,3
C102_OFF_0,3
J1924-2914,7
J2258-2758,6
J2359-3133,6
m33_brick3_box5_OFF_0,6
ngc4309,3
J1427-4206,7
J1427-4206,8
ODISEA_C4_043,8
J1820-2528,6
ISO-Oph_13,8
ODISEA_C4_052,8
J1838+0404,7
J231345.56+174948.3,9
J0423-0120,7
J0440+2728,6
PJ113805.5,6
J1239+0730,6
ngc5068,3
J2232+1143,9
J2258-2758,8
J0423-0120,7
J0423-0120,7
J1239-1023,5
J0854+2006,3
IRAS_16552-3050,6
RXJ1556.1-3655,6
J1531-5108,6
HD_144432,6
J1924-2914,6
J0006-0623,7
m33_brick3_box9,6
J0357+2319,6
J0510+1800,7
J0423-0120,7
Supernova_A_ToO,3
J0748+2400,7
J1058+0133,9
J105703.06-015604.6,9
J0948+0022,4
ID15-141,3
J2258-2758,6
J0309+1029,7
AS2UDS072.0,6
J0423-0120,6
NGC3336,6
AS2COS008.1,5
J2253+1608,7
GRB1,3
J2359-3133,6
m33_brick2_box7_OFF_0,6
T_Tau,6
J0506-6109,9
J0519-4546,7
J0522-3627,9
B335,7
J1058+0133,6
J1103+3014,7
J1256-0547,6
Sun_reg,6
HIP71860,7
J1603-4904,6
L483,6
J1832-1035,6
J2258-2758,6
J2359-3133,6
AT2022tsd,8
J0433+0521,9
J0438-1251,6
J0522-3627,8
J0909+0121,9
J085723+014254,8
J091436+044231,8
J1256-0547,3
Sun,3
J1924-2914,6
G35.03+0.35,6
G22.04+0.22,6
HSCJ2316-0047,6
HerBS-146,3
J2232+1143,6
J0057+3021,6
J0259+0747,6
HD10647,7
J1032-5917,3
J1427-4206,3
J1326-5256,3
J1058+0133,6
J1625-2527,1
J1834-0301,3
J2126-4605,1
SPT2101-60,1
J2357-5311,1
OzDES-DR2_04586,4
J0348-2749,4
GLEAM_J034056-223353,1
J0334-4008,1
J0538-4405,3
J0605+0939,3
J0750+1231,3
GQC_J0944-2129,3
J1058+0133,3
J1058+0133,3
J1924-2914,7
H284.0671-0.9152,3
J1102-4404,3
J1337-1257,3
J1351-1449,1
SerpS-MM18a,3
J1851+0035,3
GLEAM_J184747-602054,1
J2232+1143,3
GLEAM_J002238-240737,1
J2141-3729,1
J1924-2914,6
J2253+1608,6
HSCJ235646+001747_z_7.010,6
J2336-5236,6
AS2UDS126.0,6
S6_59,6
J0348-2749,7
J0600-3937,6
J0423-0120,6
NGC1333_OFF_0,6
1-N166,6
S3_6,6
J1037-2934,6
J1058+0133,6
G305.79,6
J1357+1919,6
J140258.02-062904.58_z_6.490,6
J1550+0527,6
HSCJ142331_-00189_z_6.130,6
133127.31+182416.9,6
HSCJ140646_-01442_z_6.100,6
J1550+0527,6
J1550+0527,6
HESSJ1731_01,6
J1924-2914,6
PS1J142143_263157_z_6.270,6
J145005.39-014438.9_z_6.630,6
J2322+1843,6
J2253+1608,6
J1427-4206,6
J2258-2758,6
J1229+0203,3
IRAS_15398-3359,3
J1534-3526,3
J1924-2914,3
J1924-2914,3
J2232+1143,3
J0126-2222,3
J0102-7546,3
ACT-S_J0257.8+1504,3
m33_brick3_box8,6
0242+0716,7
ID4590,5
NGC3313,6
J2353-3037,3
J2258-2758,6
J2258-2758,4
m33_brick1_box9_OFF_0,6
J0237+2848,7
J0519-4546,6
Uranus,7
Supernova_A_ToO,6
Supernova_A_ToO,3
J0522-3627,9
J0948+0022,4
J1058+0133,5
A1689-zD1,6
G15-63483b,4
J0238+1636,7
J0828-3731,8
H170.6658-0.1993,6
J0854+2006,6
J090217.88-021915.3,6
J0854+2006,7
ESO436-029,6
ESO437-030,6
J1924-2914,3
GRB1,3
PKS1830-211,7
J1924+1540,7
J1903-6749,7
J2232+1143,7
HerBS-166,4
J2258-2758,6
PJ030510.6,7
J092142.52+194630.8,6
J2236-1433,8
NGC3285,6
J1058+0133,6
J1159+2914,7
HERBS24,6
m33_brick1_box11,6
J0423-0120,6
J0607-0834,6
J1058+0133,6
J1224+0330,5
M83_ARM,6
Centaurus_A,5
J1617-2537,4
J1227-4436,7
IRAS_17243-4348,7
C114_OFF_0,3
J2258-2758,3
herbs81,8
J2229-0832,7
J0151+2744,6
J0423-0120,6
IRAS_16552-3050,7
HOPS-370,5
J0854+2006,6
J1147-6753,7
J1107-4449,7
J1310+3220,8
HD172555,7
J1924-2914,8
ADF22.A1,8
HerBS-163,7
m33_brick3_box15_OFF_0,6
J0334-4008,6
C83_OFF_0,3
OMC2_OFF_0,6
J0526-4830,3
Supernova_C_ToO,3
J1329-5608,7
J1256-0547,8
J1316-3338,8
C117,3
J1733-3722,7
J1733-1304,7
J0438+3004,7
NGC_1614,3
TMC-1A,6
J091624.75+073021.8,6
ngc4260,3
J2331-1556,5
J1407-4302,7
IRAS_18043-2116,6
J1851+0035,7
J2258-2758,8
J2232+1143,6
C21,3
SDSSJ234554-110432,5
2mass_J04142626+2806032,6
J0423-0120,6
IRAS_04169+2702,6
J1058+0133,7
J1617-5848,7
ngc1317,3
J1146-2859,4
J1148+1840,3
J1127-1857,4
J1058+0133,4
J1333+2725,3
GGALX023m01MPAID064606,3
J1924-2914,3
J2357-5311,4
J1537+2300,3
J2230-4416,4
J2248-3235,4
AMICO3,3
J2357-5311,4
J1224+0330,3
IRAS_16253-2429,3
J1058+0133,3
J0940+2603,3
Ced110_IRS_4,3
NGC3621,3
Y305.5890+0.4609,3
M317.365+0.128,3
J1256-0547,3
H62.3673+0.0893,3
G5226478,3
J1820-2528,6
Sgr_A_star_OFF_0,3
J0238+1636,3
M33,3
HD_10939,6
J0948+0022,3
SPT0553-50,4
J1135-0428,3
J1107-4449,3
J1550+0527,3
IRAS_16245-2423,6
J1912-1223,3
J1922+1530,3
J0245-4459,3
J1224+0330,3
J1047-6217,3
NGC_5291S,3
IRAS_15398-3359,3
NGC_5291N,3
C42_OFF_0,3
J1742-1517,6
J1924-2914,3
G5116209,3
J2336-5236,4
WB89_1236,3
J0909+0200,6
J1550+0527,3
J1333+1649,3
J1720-3552,3
J1924-2914,3
H74.1123+0.9013,3
J1427-4206,3
IRAS_15398-3359,3
J1851+0035,4
J1924-2914,3
G5117339,3
LMCGMC_264,6
LMCGMC_544,6
J0423-0120,7
J0750+1231,7
LMCGMC_539,6
J061624-133806,7
J0854+2006,6
J1058+0133,6
J1058+0133,3
NGC4189,6
J2323-0617,3
J1254+1141,6
NGC4698,6
J1427-4206,6
J1256-0547,4
150907.07+151208.5,6
143621.29+072720.8,6
J1617-5848,3
J2051+1743,3
ID34,3
J0133-5200,6
SPT0027-50,4
J0348-2749,6
LMCGMC_450,6
J0519-4546,4
LMCGMC_379,6
J0854+2006,6
J0840+1312,6
J1058+0133,6
J1211-0118,4
J1256-0547,6
J1256-0547,6
J1256-0547,6
J1357+1919,6
J1337-1257,3
J1256-0547,7
G326.99-0.03,6
J1550+0527,3
J2258-2758,4
G007g,4
J0006-0623,3
G007f,4
G326h,4
J2239-5701,4
J2239-5701,4
J2239-5701,4
J0120-2701,3
J0219+0120,4
J0422-0643,4
J2358-1020,3
J0340-2119,6
J0538-4405,6
J1857-0048,6
J1851+0035,6
J2232+1143,6
J2258-2758,6
J0006-0623,6
J0121+0422,6
J0112+2244,6
J0440+2728,6
J0510+1800,6
Haro_6-33,6
J1427-4206,6
J1243+0100,6
Sgr_A_star,3
J0026-3512,3
J1744-3116,3
J2253+1608,6
helms28,6
J0217+0144,6
J0423-0120,6
J1617-5848,4
J0438+3004,6
J1733-3722,7
PANSTARRS_C2017_K2,7
NGC6334I,6
J1752-2956,6
HerBS-36,8
J0438+3004,6
J0519-4546,6
Betelgeuse,7
J0854+2006,6
J1058+0133,6
J0552+0313,6
ngc2915,8
PKS0735+17,7
J1058+0133,3
J1713-3418,6
J2207+1652,3
G22.335-0.155,7
J2357-5311,3
J0110-0741,3
ESO490-26,3
J0423-0120,6
J0519-4546,3
J1058+0133,6
J2349+0534,3
J0423-0120,6
J0522-3627,3
J0922-3959,3
J1924-2914,7
RGALX350m00MPAID053645,3
RGALX327p01MPAID048804,3
J2232+1143,3
RGALX347p01MPAID053429,3
J2253+1608,3
J1717-5155,6
J1427-4206,3
J1256-0547,3
J1846-0651,6
J1924-2914,7
J1838+0404,6
J2301-0158,3
J2301-0158,3
J2232+1143,3
RLERG015m00MPAID062294,3
J0006-0623,3
J0239-0234,7
J0529-0519,6
J1733-1304,7
Coma1060,6
J1407-4302,3
IRAS_16547_4247,5
J1924-2914,7
J1745-0753,7
J1112+3446,3
J2136+0041,3
J2232+1143,3
J2258-2758,3
J2253+1608,7
J0429+2724,7
J0510+1800,7
J0538-4405,3
J0725-0054,3
J091624.75+073021.8,6
J0854+2006,7
LMC_clump_72,6
J1058+0133,6
J1558-1409,6
J1637-3309,6
J1642-2007,6
J1634-2058,6
J1905+0952,4
WFI_J2026-4536,7
G34.096+0.018,7
J0100+2802,6
omicron_Cet,7
J1633-2557,4
J1337-1257,3
PDS_70,4
J1427-4206,7
HD142527,9
GSS_31,6
J1924+1540,8
J1924-2914,6
J1825-1718,6
J0006-0623,3
J2253+1608,9
HXMM-76,8
J0423-0120,7
J0215-0222,7
CB68,3
J1550+0527,6
IRAS32,3
G28.28-0.36,6
J0303-6211,6
J0006-0623,6
Mrk1018,3
J0122+2954,6
J0431+1731,3
J0607-0834,6
J0840+1312,6
2MASS_J16213469-2612269,6
J1617-1941,6
J0303-6211,6
J0112+3208,6
J0401+2110,4
J1339-2401,7
SGAS1050,3
J1825-1718,6
J1549+0237,3
J1924-2914,6
J1617-5848,6
J0120-2701,6
J0407+0742,7
J0552+0313,6
J1058+0133,6
J1256-0547,7
J1924-2914,6
G328.24-0.55,7
J2333-0131,3
J0211+1051,9
J1512+0203,7
J0423-0120,3
GQC_J0335-0229,3
J0423-0120,3
J0423-0120,3
J0743-5619,3
GQC_J0840-1541,3
J0854+2006,4
J0948+0022,4
J1229+0203,4
ESO_509-66,6
J1405+0415,3
Y014.6858-0.2234,3
J1720-3552,5
2MASX_J19471489-7623442,4
J1924-2914,3
J2126-4605,3
J2357-5311,3
J0102-7546,3
J0439-4522,1
J0519-4546,1
SPT0538-50,1
ACT-S_J0908.8+1823,3
J0613+1708,3
J1229+0203,6
J1256-0547,6
J1323+0343,6
J1457-3539,6
132144.97+033055.7,6
J1553-0142,6
J1427-4206,6
G16.59-0.05,6
J1945-5520,3
J1832-1035,6
J1919+0619,6
J1924-2914,6
J0423-0120,3
PS1J162911_240739_z_6.476,6
J0309-6058,6
1-N166,6
NGC1333,6
1-N166,6
H-ATLAS_J090740.0-004200_SDP9,5
1-N166,6
AS2COS014.1,5
S18_70,6
J1058+0133,6
J1309+1154,6
J1254+1141,6
J131050.13-005054.1_z_6.820,6
J1332+0200,6
J1232-0224,6
J1229+0203,6
G340.39,6
J1256-0547,6
HSCJ141612_001546_z_6.030,6
J133833.25-001832.9_z_6.700,6
J1550+0527,6
J150019.17-055832.67,6
J1549+0237,6
J1512+0203,6
J1522+2535,6
J1517-2422,7
J1924-2914,5
VIKINGJ222718_-332335_z_6.160,6
J0030-4224,4
SVA1_COADD-2970368709,4
J0030-4224,4
SPT2332-53,1
J0217-0820,4
J0342-3007,4
J1013+2449,3
J1107-4449,3
J1617-5848,3
J1617-5848,4
J1717-5155,6
J1851+0035,3
J1851+0035,3
SPT0314-44,1
J0423-0120,3
J0538-4405,1
J0538-4405,6
J0519-4546,6
HerBS-99,4
HerBS-142,4
COS.0151,4
J1150-0023,4
HerBS-96,4
J1924-2914,3
J1744-3116,3
J1407-4302,6
J1058-8003,6
J1058+0133,4
J1957-3845,7
ADF22.A1,7
J1058+0133,4
J1058+0133,4
J1058+0133,4
J0948+0022,4
WB89_1245,6
J1256-0547,6
J0932-0048,4
IRAS_F14348-1447,5
J1924-2914,3
J1924-2914,3
J1924-2914,3
herbs189,8
J0006-0623,6
J0006-0623,6
ngc1068,6
cdfs35_star_+50,4
J1742-1517,7
J1935+2031,7
J1924-2914,7
J1924-2914,7
J2253+1608,6
J1427-4206,6
J0532-0307,7
J1534-3526,6
J0423-0120,3
J0538-4405,3
J0854+2006,6
J1215+1654,7
J1256-0547,8
J16094434-3913301,6
J1744-3116,6
J1723-6500,7
J1825-1718,6
J2253+1608,9
J0348-1610,3
J0440+1437,3
J0725-0054,3
J0028+2000,3
J2258-2758,3
J0431+1731,3
J0538-4405,3
J0854+2006,3
ngc1385,3
NGC1574,6
J0423-0120,3
J0656-0323,3
NGC_4689,6
J0239-0234,3
HL_Tau,3
J0440+1437,3
J0423-0120,3
J1733-1304,4
J1256-0547,3
J1742-1517,3
J0429+2724,3
J0429+2724,6
J0725-0054,3
NGC_3256,7
J1256-0547,6
J1924-2914,6
J1924-2914,3
J1742-1517,4
J0028+2000,3
HL_Tau,3
J0512+2927,6
WB89_809_OFF_0,3
J0607-0834,3
J1905+0952,3
J1924-2914,3
Swift_J1727.8-1613,6
J0006-0623,3
eso417-18,3
J1610-3958,6
J1924-2914,6
W28_OFF_0,6
SMG_5,7
HerBS-86,3
J0006-0623,3
NGC253,3
WD0226-329,6
N79_E,6
J0423-0120,6
J0725-0054,7
J0725-0054,7
J0538-4405,6
Orion-KL_OFF_0,6
G224.4-0.6,6
Musca,6
J1256-0547,6
Musca,6
J0423-0120,6
ugc_03094,6
PS19hgw,3
J0643+0857,7
IRAS_07251-0248,6
HD_37306,6
J0922-3959,7
G224.4-0.6_OFF_0,6
J1037-2934,3
J0854+2006,7
J1215+1654,6
J0423-0120,1
J0334-4008,1
WB89_765,3
SGAS1050,3
SGAS1429,3
SGAS1527,3
H299.1461-0.3950,3
J2258-2758,3
J1037-2934,1
J1215-1731,1
GLEAM_J142112-461800,1
J1037-2934,3
H291.2567-0.7664,3
J0957-1350,3
J1058+0133,3
J1002+1216,3
J1309+1154,3
J1410+0203,3
J1557-0001,3
J2315-5018,3
J0423-0120,3
WB89_793,3
J0643+0857,3
HD_288313,6
J1147-3812,6
J0348-2749,4
J142817.14+045430.38,6
J143505.15+044908.32,6
SVA1_COADD-2939717201,4
G340.39,6
ESO138-005,6
J0519-4546,4
J0348-2749,4
COMBO-17_48654,4
SGAS0108,4
J0423-0120,6
J0607-0834,6
J0750+1231,6
I14164-6028,6
155527.91+320857.8,6
J1517-2422,8
J1832-2039,6
J0909+0121,4 5
J0012-3954,6
NGC4945,8
J1743-0350,7
J1924-2914,7
J1517-2422,10
J1924+1540,7
Sgr_A_star_OFF_0,3
G11.92-0.61-MM2,8
J1427-4206,7
0012.0,7
J1924+1540,7
SMC_YSO_25,7
J0017-0512,5
SMC_YSO_16,7
J0309-6058,4 5
J0006-0623,6
J0038-2459,9
LMC_N206_OFF_0,8
J0506-6109,6
ALESS007.1,7
J0635-7516,6
G232.620+0.996,6
J0423-0120,7
J1427-4206,8
J0833+0350,6
COSMOSVLA3_106,3
J1037-2934,3
PKS1413+135,7
NGC1052,7
H,7
Per10,7
J0506-6109,6
J0423-0120,7
J0423-0120,8
J0532-0307,6
V_star_V499_Ori,6
COSMOS-SBC4,5
J1037-2934,7
J0552+0313,3
J0538-4405,7
HD_199603,6
J0006-0623,4
J2101+0341,3
J0217-0820,5
J0112+2244,6
J1634-2058,6
2MASS_J13005622-7654021,6
