ALMA_source_name,Obs.date,ID
NGC4945,2013-08-21,uid://A002/X327408/X248
J1008+063,2013-11-16,uid://A001/X74/X1d8
3c279,2014-03-07,uid://A002/X303d22/X92
am1300-233,2013-10-13,uid://A001/X74/X17
SPT_0128-51,2013-04-25,uid://A001/X74/X28d
Titan,2013-06-15,uid://A002/X327408/X100
Callisto,2013-10-19,uid://A002/X391d0b/Xff
J1310+323,2014-02-27,uid://A002/X391d0b/X155
3C279,2013-05-01,uid://A002/X31e326/X26
J2258-279,2013-08-24,uid://A002/X391d0b/X124
J0137-245,2013-08-28,uid://A002/X327408/X329
ngc5018,2014-02-08,uid://A002/X391d0b/X122
J125610-054722,2013-07-06,uid://A002/X391d0b/X228
LESS J0332-2756,2013-02-09,uid://A002/X303d22/X7b
J0538-440,2014-02-26,uid://A002/X36d874/X11
J0607-085,2013-06-14,uid://A002/X303d22/X4c
J0538-440,2013-11-16,uid://A001/X74/X1de
G35.20-0.74N,2013-08-16,uid://A002/X36d874/Xa2
3c279,2013-12-06,uid://A002/X327408/X76
am0318-230,2013-05-16,uid://A002/X391d0b/X11e
Eta Carinae,2014-02-04,uid://A002/X391d0b/X138
B0007+106; J0010+109,2012-12-06,uid://A001/X74/X29
J0403-360_b7cont,2014-03-20,uid://A001/X62/X6
J1625-254,2013-06-22,uid://A001/X6f/X45
Callisto,2014-01-10,uid://A002/X314ea1/X1d
J0542-0913,2019-11-11,uid://A001/X87d/X42a
Callisto,2013-01-12,uid://A002/X303d22/X9a
Sombrero,2013-10-30,uid://A001/X74/Xe4
2348-165,2013-10-31,uid://A001/X74/X1bf
J0522-364,2014-02-07,uid://A002/X52286b/X9e
L694-2,2013-11-27,uid://A001/X62/X12
J1337-129,2014-08-12,uid://A002/X391d0b/Xbc
J1329-5608,2013-08-21,uid://A002/X327408/X246
J1717-337,2013-09-07,uid://A002/X391d0b/X7b
1037-295,2016-06-24,uid://A002/X1d4c10/X13
J053851-440507,2014-03-04,uid://A001/Xba/X5d
HD 100546,2014-01-17,uid://A002/X327408/X5f
J0423-013,2013-11-15,uid://A002/X391d0b/Xf9
J2323-032,2013-02-14,uid://A001/X74/Xee
1224+213 Phase,2016-06-24,uid://A002/X259150/X130
Orion KL,2016-06-24,uid://A002/X37afb5/X6
SPT_0300-46,2013-04-25,uid://A001/X74/X285
IRAS 00183-7111,2013-06-05,uid://A002/X303d22/X90
3c454.3,2013-10-15,uid://A002/X314ea1/X15
J0538-440,2013-05-30,uid://A002/X327408/X14c
IRAS15398-3359,2014-03-12,uid://A001/X74/Xc4
3C279,2013-10-30,uid://A002/X36d874/X8e
Titan,2014-03-04,uid://A002/X3216af/X43
J1256-0547,2018-06-07,uid://A001/X1232/X233
Callisto,2014-01-16,uid://A002/X303d22/X8e
Titan,2013-06-15,uid://A002/X327408/X106
SPT_0457-49,2013-04-25,uid://A001/X74/X281
J1924-292,2014-03-19,uid://A002/X314ea1/X7
J154929+023707,2014-01-24,uid://A002/X327408/X164
J1924-292,2014-02-08,uid://A002/X36d874/Xd7
GRB080607,2013-05-01,uid://A001/X74/X27
J0403-360,2013-11-14,uid://A002/X327408/X24c
J1147-6753,2013-12-28,uid://A002/X327408/X1ff
3c279,2013-10-02,uid://A002/X391d0b/X207
Titan,2013-10-30,uid://A002/X36d874/X8a
Titan,2013-12-28,uid://A002/X314ea1/X1d6
J125610-054722,2015-02-12,uid://A002/X327408/X20f
Titan,2014-08-12,uid://A002/X391d0b/Xbe
1224+213 Phase,2016-06-24,uid://A002/X259150/X1f7
Titan,2013-11-07,uid://A002/X327408/X250
J1329-5608,2013-03-13,uid://A001/X74/X1a0
J1911-201,2013-05-22,uid://A002/X36d874/X7a
ngc4418,2013-12-28,uid://A002/X327408/X108
NGC1266,2013-08-17,uid://A002/X391d0b/X101
3c454.3,2012-12-06,uid://A001/X6f/X10
J2258-279,2014-01-08,uid://A002/X303d22/X69
3c279,2014-01-31,uid://A001/X74/X23a
J0607-085,2014-03-02,uid://A002/X303d22/X50
J1229+020,2013-05-16,uid://A002/X391d0b/X24
GRB020819,2014-03-02,uid://A001/Xb6/X22
G15.v2.19,2013-10-10,uid://A002/X391d0b/X183
J0637-752,2013-11-09,uid://A002/X303d22/X31
J1924-292,2013-05-16,uid://A001/X62/X2c
J1517-243,2014-08-12,uid://A002/X327408/Xe4
0423-013,2013-12-21,uid://A001/X74/X1bb
J0329-239,2013-10-17,uid://A002/X391d0b/X108
Titan,2013-11-21,uid://A001/X74/X1dc
J1924-292,2013-12-05,uid://A001/X74/X243
Neptune,2013-10-15,uid://A002/X314ea1/X13
J1058+015,2014-02-20,uid://A001/X74/Xd7
Mars,2013-04-23,uid://A002/X314ea1/X248
3C279,2013-06-11,uid://A001/X74/X1d6
J0522-364,2013-10-08,uid://A002/X391d0b/Xa7
ngc4418,2014-02-28,uid://A002/X327408/X104
J044907+112125,2014-02-11,uid://A002/X391d0b/X187
Titan,2014-01-18,uid://A002/X314ea1/X200
HD 142527,2014-02-26,uid://A002/X391d0b/X22a
arp220,2016-06-16,uid://A001/X122/X4fd
J1924-292,2013-12-03,uid://A002/X391d0b/X20
J0106-405,2013-09-21,uid://A002/X391d0b/X169
J1733-130,2016-06-24,uid://A002/X413132/X4f
R CrA IRS7B,2014-08-12,uid://A002/X327408/Xe1
J0522-364,2013-11-09,uid://A002/X391d0b/Xa9
3c279,2014-02-05,uid://A002/X303d22/X94
J0501-0159,2018-06-02,uid://A001/X1232/X21f
J1700-261,2014-09-12,uid://A002/X327408/Xe
J1008+063; B1005+066,2013-11-16,uid://A001/X74/X1d4
CFHQSJ0210-0456,2013-09-13,uid://A002/X3ff4ae/X36
J0423-013,2014-02-19,uid://A001/X74/X101
1058+015,2013-08-06,uid://A001/X74/Xd9
3c279,2016-06-24,uid://A002/X224a5a/X2e
J1038-5311,2014-02-04,uid://A002/X391d0b/X13c
J0403-360,2013-08-31,uid://A002/X391d0b/X16d
Callisto,2014-03-16,uid://A001/Xba/X63
J1008+063; B1005+066,2013-11-21,uid://A001/X74/X1da
J0927+390,2014-02-12,uid://A002/X303d22/X37
GRB051022,2014-02-20,uid://A001/Xb6/X24
J125610-054722,2015-02-12,uid://A002/X327408/X211
J0601-7036,2017-02-24,uid://A001/X2f7/X14a
L1527-IRS,2019-11-15,uid://A001/X1273/X7bc
Ref_074_SMC_SWBar,2020-01-31,uid://A001/X133f/X2ba
J1851+0035,2019-11-14,uid://A001/X1284/X2114
B30660,2019-08-17,uid://A001/X1284/X2112
010311.27+131617.7,2023-10-25,uid://A001/X2d20/X3d4a
Ref_075_SMC_SWBar,2019-11-20,uid://A001/X133f/X2be
J0051-0650,2023-10-14,uid://A001/X2d20/X3d32
Source_4,2019-10-08,uid://A001/X128e/X379
SPT0403-58,2018-03-21,uid://A001/X8a9/Xe7
J0550-5732,2018-02-27,uid://A001/X8a9/Xe1
ad3a-21117,2021-04-28,uid://A001/X1469/X188
ad3a-20978,2021-04-18,uid://A001/X1469/X18c
J1550+0527,2018-06-23,uid://A001/X87a/X4d2
ad3a-24770,2021-04-03,uid://A001/X1469/X190
ad3a-24053,2021-04-28,uid://A001/X1469/X19c
J233011.14+024456.2,2024-01-09,uid://A001/X2d20/Xa3
SPT0402-45,2018-03-22,uid://A001/X8a9/Xea
J1600-5811,2019-05-18,uid://A001/X1296/X17d
ad3a-22529,2021-03-17,uid://A001/X1469/X184
J1600-5811,2019-02-02,uid://A001/X1296/X17b
317.879-00.254,2024-08-25,uid://A001/X2d1f/X4cf
C2-60,2018-02-28,uid://A001/X87d/X609
J1517-2422,2020-12-12,uid://A001/X133d/X4111
J025731.56+051825.0,2024-01-17,uid://A001/X2d20/Xb8
J0922-3959,2019-07-23,uid://A001/X13d5/X108
J013255.09-030507.4,2024-01-11,uid://A001/X2d20/Xac
J0336+3218,2021-02-13,uid://A001/X133d/Xcea
J1305-1033,2024-05-19,uid://A001/X2d20/X26d5
Sgr_A_star,2018-05-01,uid://A001/X885/X18d
J0522-3627,2019-09-21,uid://A001/X128e/X3b4
J0522-3627,2019-07-13,uid://A001/X1284/X288f
NGC1097,2019-10-30,uid://A001/X1284/X2893
J2203-6130,2018-03-24,uid://A001/X8a9/Xf3
J1751+0939,2019-07-10,uid://A001/X1296/X127
J1220+0203,2024-03-06,uid://A001/X2d1f/X648
J1256-0547,2023-12-29,uid://A001/X2d1f/X645
HATLAS_J140608.2+005501,2019-04-25,uid://A001/X1284/X1534
HATLAS_J140608.2+005501,2019-06-25,uid://A001/X1284/X1520
J1650-5044,2019-04-12,uid://A001/X1296/X14d
J0538-4405,2020-07-15,uid://A001/X1284/X285b
J1337-1257,2019-04-30,uid://A001/X1284/X152c
IRAS_13120-5453,2018-05-23,uid://A001/X87a/X61f
J1256-0547,2019-08-10,uid://A001/X1284/X1538
18182-1433,2017-08-26,uid://A001/X2fb/Xa02
L1527,2018-03-23,uid://A001/X2fa/X1e1
J0522-3627,2016-11-27,uid://A001/X137/X11
G35.39-00.33mm2,2017-08-22,uid://A001/X2fb/Xa06
J1531-5108,2024-08-16,uid://A001/X2d1f/X4c0
J1517-2422,2019-06-07,uid://A001/X1284/X1592
J1617-5848,2024-08-16,uid://A001/X2d1f/X4bd
J1733-1304,2019-06-05,uid://A001/X87d/X638
J012531.45+014533.2,2024-01-13,uid://A001/X2d20/Xaf
J024017.28+022533.5,2024-01-12,uid://A001/X2d20/Xbe
J0725-0054,2024-02-03,uid://A001/X2d20/Xc4
J081022.46+071457.9,2024-01-12,uid://A001/X2d20/Xcd
J1617-5848,2019-09-04,uid://A001/X1296/X163
G328.25,2019-03-29,uid://A001/X1296/X16f
J2357-5311,2023-03-23,uid://A001/X159b/X7e
J1617-5848,2019-01-31,uid://A001/X1296/X169
J1454-3747,2022-12-21,uid://A001/X1354/X1a0
J001453.27+032448.0,2024-01-12,uid://A001/X2d20/Xa9
J224135.21+044452.5,2024-01-06,uid://A001/X2d20/Xa6
Q0152+0023_z0.4814_CO_2-1,2024-09-11,uid://A001/X2d1f/X4df
J1826-2924,2018-03-02,uid://A001/X2fb/Xa2d
J1617-5848,2019-07-03,uid://A001/X1296/X19b
SDSSJ101549.00+002020.0,2018-02-04,uid://A001/X87d/X613
C2-28,2018-02-28,uid://A001/X87d/X601
J0401+0413,2024-01-10,uid://A001/X2d20/Xfb
J2258-2758,2020-11-09,uid://A001/X133d/Xe18
J1743-1658,2023-09-30,uid://A001/X1590/Xaa6
J0522-3627,2019-10-27,uid://A001/X1284/X285d
NGC_1672,2017-12-14,uid://A001/X2fa/X1d2
J0406+0637,2025-01-24,uid://A001/X2d20/X13c9
NGC1637,2019-03-01,uid://A001/X1284/X2861
J0522-3627,2016-11-11,uid://A001/X137/X15
J0425-5331,2020-01-15,uid://A001/X1284/X286f
J2323-0317,2017-04-13,uid://A001/X2fa/X1f8
J1517-2422,2023-01-26,uid://A001/X1354/X19a
J1733-3722,2019-04-26,uid://A001/X87d/X62e
J0635-7516,2019-01-24,uid://A001/X129e/X461
P231-20,2019-04-26,uid://A001/X1284/X158e
J093534.51-023308.2,2024-02-02,uid://A001/X2d20/Xc7
J1256-0547,2024-02-28,uid://A001/X2d20/X277e
IRAS_15398-3359,2022-12-08,uid://A001/X1354/X1a4
J1331+3030,2019-03-08,uid://A001/X885/X119
J0238+1636,2019-12-17,uid://A001/X133d/Xcf9
G327.29,2019-03-30,uid://A001/X1296/X181
J1617-5848,2024-09-02,uid://A001/X2d1f/X4cc
J0922-3959,2024-07-10,uid://A001/X2d20/X1479
J2000-1748,3000-01-01,uid://A001/X1296/X187
J2206-0031,2023-01-07,uid://A001/X1590/Xb81
J035806.55-003327.7,2024-01-10,uid://A001/X2d20/Xfe
J0334-4008,2019-08-13,uid://A001/X1284/X2899
J1427-4206,2024-05-19,uid://A001/X2d20/X26d8
Pluto,2018-10-31,uid://A001/X885/X19b
J1145-6954,2020-10-29,uid://A001/X13c4/X9e
J0329-2357,2020-03-06,uid://A001/X1284/X288d
Neptune,2018-03-22,uid://A001/X8a9/Xf9
J1912-1223,2020-07-18,uid://A001/X1296/X129
J1751+0939,2019-06-05,uid://A001/X1296/X125
J0519-4546,2018-07-14,uid://A001/X2fa/X1d0
HATLAS_J142559.2-003552,2019-06-07,uid://A001/X1284/X153c
J092142.52+194630.8,2024-03-07,uid://A001/X2d20/Xca
J0522-3627,2019-08-02,uid://A001/X1284/X287b
NGC1511,2019-07-10,uid://A001/X1284/X287f
J0257-1212,2023-02-02,uid://A001/X159b/X87
J1517-2422,2022-12-08,uid://A001/X1354/X19c
Nuc-B4b,2024-09-12,uid://A001/X2d20/X2786
J1650-2943,2023-01-11,uid://A001/X1354/X198
J1316-3338,2019-10-02,uid://A001/X12fe/X44
J1733-1304,2020-06-23,uid://A001/X87d/X63a
J1617-5848,2024-09-02,uid://A001/X2d1f/X4ab
J1610-3958,2018-03-30,uid://A001/X2fb/Xa25
AK_Sco,2022-05-27,uid://A001/X133d/X4134
J1733-3722,2019-06-18,uid://A001/X87d/X624
J1924-2914,2018-02-22,uid://A001/X2fb/Xa35
J1924-2914,2021-01-22,uid://A001/X1296/X18f
J1058+0133,2024-06-09,uid://A001/X2d20/X1471
J1935+2031,2019-01-08,uid://A001/X1296/X193
J1229+0203,2018-07-26,uid://A001/X885/X115
Mars,2018-03-15,uid://A001/X8a9/Xe4
J1617-5848,2019-11-07,uid://A001/X1296/X17f
W51-IRS2,2020-02-11,uid://A001/X1296/X18b
J0423-0120,2020-01-12,uid://A001/X133d/Xcfd
Centaurus_A,2024-05-11,uid://A001/X2d20/X26be
J0423-0120,2017-03-05,uid://A001/X2fa/X1e9
J1706-4600,2019-02-02,uid://A001/X1296/X157
J1517-2422,2019-06-11,uid://A001/X1284/X1544
HATLAS_J145013.2+012125,2019-04-23,uid://A001/X1284/X1530
J1617-5848,2019-01-31,uid://A001/X1296/X143
J1337-1257,2019-12-06,uid://A001/X12fe/X46
J0022+0608,2023-03-24,uid://A001/X159b/X93
J1728+0427,2024-01-24,uid://A001/X2d20/Xd0
J1617-5848,2020-02-08,uid://A001/X1296/X16b
J1924-2914,2020-07-08,uid://A001/X87d/X626
J1337-1257,2024-02-02,uid://A001/X2d20/Xd3
J0538-4405,2018-02-22,uid://A001/X8a9/Xde
J0854+2006,2024-07-10,uid://A001/X2d20/X1469
J1504+1029,2018-07-18,uid://A001/X87a/X4d0
J1517-2422,2020-03-08,uid://A001/X133d/X416e
NGC1097,2019-06-24,uid://A001/X12a3/X54c
J0423-0120,2020-02-03,uid://A001/X1284/X2897
SPT2031-51,2018-03-22,uid://A001/X8a9/Xf6
J1650-5044,2019-09-04,uid://A001/X1296/X151
G338.93,2019-05-14,uid://A001/X1296/X153
J1427-4206,2019-12-20,uid://A001/X1296/X15b
J0406+0637,2024-05-24,uid://A001/X2d20/X13cb
J0541-0541,2017-02-17,uid://A001/X2fa/X1ed
J1924-2914,2019-05-13,uid://A001/X1296/X145
J0854+2006,2018-03-08,uid://A001/X2fb/Xa11
316.811-00.059,2024-08-11,uid://A001/X2d1f/X4d2
PDS_70,2022-09-14,uid://A001/X133d/X4117
319.872+00.787,2024-08-16,uid://A001/X2d1f/X4c9
J1617-5848,2019-08-08,uid://A001/X1296/X16d
J1922+1530,3000-01-01,uid://A001/X1296/X191
Puppis_A,2024-05-08,uid://A001/X2d20/X279b
J0428-6438,2019-07-31,uid://A001/X1284/X2867
J1650-5044,2019-10-29,uid://A001/X1296/X14f
J0428-6438,2020-07-06,uid://A001/X1284/X2879
J020528.56+131505.8,2024-01-12,uid://A001/X2d20/Xbb
J1058+0133,2024-01-31,uid://A001/X2d20/Xc1
J1617-5848,2024-09-21,uid://A001/X2d1f/X4c6
J1256-0547,2024-03-21,uid://A001/X2d20/Xd6
J1517-2422,2023-01-21,uid://A001/X1354/X1a2
iras_07145-1428,2019-07-29,uid://A001/X13d5/X105
J1617-5848,2020-07-23,uid://A001/X133d/X416c
J1751+0939,2019-11-04,uid://A001/X1296/X11f
J0428-6438,2020-02-28,uid://A001/X1284/X2865
J0440+2728,2017-04-19,uid://A001/X2fa/X1e5
G337.92,2019-09-14,uid://A001/X1296/X149
C1-16,2018-05-15,uid://A001/X87d/X605
J1326-5256,2018-05-19,uid://A001/X87a/X62b
NGC1559,2019-07-23,uid://A001/X12a3/X542
J1229+0203,2019-05-15,uid://A001/X128e/X3a8
G10.3-0.1,2020-08-23,uid://A001/X133d/Xe2f
J1621-4003,2024-08-30,uid://A001/X2d1f/X4ae
J0828-3731,2024-05-05,uid://A001/X2d20/X2799
J1650-5044,3000-01-01,uid://A001/X1296/X199
J1650-5044,2019-11-21,uid://A001/X1296/X19d
J1922+1530,3000-01-01,uid://A001/X1296/X185
J0522-3627,2019-07-07,uid://A001/X13d5/X102
J1924-2914,2019-09-05,uid://A001/X1296/X13d
J0334+0800,2023-02-04,uid://A001/X159b/X84
J2036-2830,2023-01-27,uid://A001/X159b/X81
J1617-5848,2019-08-12,uid://A001/X1296/X175
J133954.04+181313.8,2024-03-07,uid://A001/X2d20/Xd9
J0056+1625,2023-05-28,uid://A001/X159b/X96
J0922-3959,2024-05-18,uid://A001/X2d20/X1475
J1924-2914,2020-03-18,uid://A001/X1296/X189
J2357-5311,2020-01-09,uid://A001/X128e/X376
NGC1546,2019-07-04,uid://A001/X1284/X2875
J1517-2422,2019-09-04,uid://A001/X1284/X1596
J1121-0553,2024-01-31,uid://A001/X159b/X99
327.166-00.356,2024-09-06,uid://A001/X2d1f/X4c3
B335,2020-08-06,uid://A001/X133d/Xcc9
J0922-3959,2024-07-31,uid://A001/X2d20/X146d
J034150.85+080935.3,2024-01-19,uid://A001/X2d20/Xb2
J1751+0939,3000-01-01,uid://A001/X1296/X11d
J1650-5044,2019-05-14,uid://A001/X1296/X159
J0425-5331,2019-07-29,uid://A001/X1284/X2871
J1427-4206,2019-04-25,uid://A001/X1296/X161
J1229+0203,2017-12-30,uid://A001/X885/X117
W43-MM3,2019-04-28,uid://A001/X1296/X12b
G338.93,2019-07-24,uid://A001/X1296/X15d
J1650-5044,2019-09-04,uid://A001/X1296/X147
J1924-2914,2019-04-07,uid://A001/X87d/X630
J0423-0120,2023-12-21,uid://A001/X2d20/X2a10
J0423-0120,2023-12-30,uid://A001/X2d20/Xb5
J0132-1654,2020-02-24,uid://A001/X133d/Xcf5
J1851+0035,3000-01-01,uid://A001/X1296/X11b
J1229+0203,2019-03-21,uid://A001/X128e/X3a4
J1427-4206,2019-05-18,uid://A001/X1296/X173
W43-MM2,2022-01-13,uid://A001/X1296/X121
J2357-5311,2019-04-17,uid://A001/X128e/X373
J2253+1608,2023-09-01,uid://A001/X159b/X8a
G327.29,2020-02-20,uid://A001/X1296/X177
G333.60,2019-06-08,uid://A001/X1296/X19f
W51-IRS2,2019-09-14,uid://A001/X1296/X195
m33_brick2_box1_OFF_0,2024-06-08,uid://A001/X2d20/X2a12
G328.25,2019-09-29,uid://A001/X1296/X165
J2134-0153,2016-10-21,uid://A002/X5eed86/Xdf
AG351.57,2020-08-15,uid://A001/X1355/X15
J2357-5311,2016-10-05,uid://A001/X122/X597
J1700-2610,2020-03-16,uid://A001/X12a3/X109
J0519-4546,2016-02-18,uid://A001/X122/X57b
J0423-013,2015-01-24,uid://A002/X5eed86/Xe8
J1924-2914,2020-01-03,uid://A001/X12a3/X101
J0522-3627,2019-05-26,uid://A001/X1262/X67
J0058-5219,2016-03-16,uid://A001/X145/X162
J1427-4206,2023-03-14,uid://A001/X1354/X204
J0348-2749,2016-02-18,uid://A001/X122/X56f
J1148+1840,2020-02-19,uid://A001/X133d/Xe8f
J1427-4206,2017-11-21,uid://A001/X87d/X5df
J1427-4206,2017-12-02,uid://A001/X87d/X5e3
VLA1623A,2023-02-07,uid://A001/X1354/X216
1237654670810546312,2019-09-10,uid://A001/X12a3/X69
J1517-2422,2023-02-28,uid://A001/X1354/X214
1237657190888898714,2018-12-25,uid://A001/X1284/X1300
VLA1623A,2022-12-09,uid://A001/X1354/X210
GSS30,2023-01-25,uid://A001/X1354/X222
Sz_83,2017-11-21,uid://A001/X87d/X5d7
J1625-2527,2023-02-08,uid://A001/X1354/X226
2MASS_J16041740-1942287,2015-10-20,uid://A001/X122/X54d
J0237+2848,2023-01-11,uid://A001/X1354/X28c
IRS63,2022-12-28,uid://A001/X1354/X282
J1517-2422,2024-05-12,uid://A001/X2d1f/X5d9
NGC4450,2017-01-29,uid://A002/X5a9a13/Xed
J0324-2918,2017-09-29,uid://A001/X2d8/X230
J0423-0120,2018-04-27,uid://A001/X87a/X6dc
J1832+1357,2023-06-01,uid://A001/X159b/X9f
8_00arc,2018-10-21,uid://A001/X1262/X36
H332.6664+0.0246,2024-01-23,uid://A001/X2d20/X14f0
J2232+1143,2024-08-08,uid://A001/X35f5/Xa9e
Pallas,2015-05-07,uid://A002/X75fbd6/X12a
Y355.2569+0.3646,2024-07-14,uid://A001/X2d20/X14fa
2MASS_J16061330-2212537,2015-10-15,uid://A001/X122/X551
J0519-454,2015-05-22,uid://A002/X75fbd6/X12c
Y344.1469-0.6158,2024-02-23,uid://A001/X2d20/X14f5
J0141-0928,2018-11-24,uid://A001/X1284/X12e0
J0522-3627,2016-11-17,uid://A001/X122/X544
J1743-0350,2019-08-30,uid://A001/X1289/X25b
J1924-2914,2015-09-10,uid://A001/X122/X52e
Vl000-116,2024-03-13,uid://A001/X2d20/X14ff
1237655495979106610,2019-06-26,uid://A001/X1284/X12f8
RGALX034m01MPAID067628,2024-05-15,uid://A001/X35f5/Xa8d
J0423-0120,2019-10-25,uid://A001/X1289/X254
J0438+3004,2019-10-09,uid://A001/X1289/X249
J1427-4206,2017-12-21,uid://A001/X87a/X78e
PKS1830-211,2015-10-08,uid://A001/X122/X532
J1924-2914,2015-07-30,uid://A001/X122/X52a
AzTEC8,2018-02-04,uid://A001/X87a/X79d
J0522-3627,2019-02-15,uid://A001/X1284/X12bc
587731187797393472_8615-3703,2020-03-07,uid://A001/X133d/Xe6f
PKS1830-211,2016-01-12,uid://A001/X122/X51a
J0334-4008,2016-07-03,uid://A001/X145/X14e
J0510+1800,2018-07-22,uid://A001/X895/Xf
Neptune,2015-08-05,uid://A001/X122/X50e
ESO507-G030,2016-09-05,uid://A001/X12a/X22
J2357-5311,2024-01-28,uid://A001/X2d1f/X6a0
n5846,2017-07-31,uid://A001/X2d8/X299
J0423-0120,2020-02-22,uid://A001/X133d/Xe9f
J0215-0222,2015-08-08,uid://A002/X5eed86/Xec
J0423-0120,2020-02-05,uid://A001/X133d/Xe8b
L1544,2016-02-16,uid://A001/X122/X586
NGP-284357,2024-09-14,uid://A001/X2d1f/X698
MACSJ0600.1-2808,2019-01-31,uid://A001/X1273/X621
Sz_71,2017-11-21,uid://A001/X87d/X5db
J1058+0133,2019-01-31,uid://A001/X1273/X61d
J0348-2749,2016-02-18,uid://A001/X122/X577
J1256-0547,2016-10-31,uid://A002/X5eed86/Xbc
J1058+0133,2018-10-09,uid://A001/X1262/X51
J0510+1800,2018-03-28,uid://A001/X1262/X48
SPT0243-49,2016-07-03,uid://A001/X145/X14a
J1626-2951,2023-01-13,uid://A001/X1354/X22a
J1517-2422,2023-01-10,uid://A001/X1354/X224
J1427-4206,2023-02-07,uid://A001/X1354/X20e
J1037-2934,2018-05-20,uid://A001/X87d/X5ca
SPT0346-52,2016-07-23,uid://A001/X145/X13a
J0133-4430,2018-10-22,uid://A001/X1262/X3e
J0334-401,2016-07-09,uid://A001/X145/X136
HATLASJ114625,2019-09-29,uid://A001/X1289/X26e
GSS_31,2024-08-31,uid://A001/X2d20/X27a7
NGC7591,2019-09-28,uid://A001/X12fe/X1d
NGC1333_IRAS4A1A2,2023-02-08,uid://A001/X1354/X290
2MASS_J16054540-2023088,2024-06-19,uid://A001/X2d1f/X5a8
sz_72,2024-06-09,uid://A001/X2d1f/X5d2
J1733-3722,2019-09-14,uid://A001/X1273/X677
HD_37806,2024-06-09,uid://A001/X2d20/X1675
J1641+2257,2017-11-02,uid://A001/X2d8/X238
SSTc2d_J162728.4-242721,2024-06-14,uid://A001/X2d1f/X5d5
SSTc2d_J162627.5-244153,2024-07-17,uid://A001/X2d1f/X5c7
J0538-4405,2018-03-09,uid://A001/X2d8/X244
J0956+2515,2019-12-13,uid://A001/X133d/Xdcc
J1058+0133,2023-12-20,uid://A001/X1590/Xa09
J1246-2547,2017-07-15,uid://A001/X2d8/X24a
J1256-0547,2019-06-29,uid://A001/X1284/X12cc
0101-7138,2019-12-18,uid://A001/X12c4/X29
1237654030328791126,2018-12-06,uid://A001/X1284/X12e8
SPT2132-58,2018-05-07,uid://A001/X87a/X827
J1132-5606,2019-06-04,uid://A001/X1289/X262
RGALX313m01MPAID330408,2024-08-23,uid://A001/X35f5/Xa99
J1157+1638,2018-12-20,uid://A001/X1262/X1e
J1224+0330,2018-12-26,uid://A001/X1284/X12f4
J1229+0203,2018-12-30,uid://A001/X1284/X12b0
J0854+2006,2020-02-14,uid://A001/X133d/Xe83
Ganymede,2016-03-16,uid://A001/X145/X101
ID15-141,2024-01-04,uid://A001/X2d1f/X680
588015508213989555_8077-6104,2020-02-19,uid://A001/X133d/Xe93
J0750+1231,2020-02-27,uid://A001/X133d/Xe7f
MACS0329_z1,2015-05-02,uid://A002/X75fbd6/X136
WB89_1086_OFF_0,2024-04-26,uid://A001/X335d/X1a0
J0051-4226,2016-11-15,uid://A001/X122/X50c
J0058-5219,2016-07-15,uid://A001/X145/X164
J0006-0623,2020-02-17,uid://A001/X133d/Xe97
J0522-364,2016-11-01,uid://A001/X12a/X11
J1733-1304,2018-09-09,uid://A001/X87d/X5e7
J1504+1029,2018-05-23,uid://A001/X87d/X5cd
J0522-3627,2019-04-13,uid://A001/X1284/X12fc
Pallas,2016-08-07,uid://A002/X5eed86/Xd3
J1733-1304,2022-12-28,uid://A001/X1354/X1b0
G345.49+1.47,2017-12-22,uid://A001/X87a/X738
J0324-2918,2017-11-18,uid://A001/X2d8/X22e
J0522-3627,2019-09-17,uid://A001/X12fe/X23
J0125-0005,2023-02-01,uid://A001/X159b/X90
J2253+1608,2019-10-17,uid://A001/X1273/X670
J1924-2914,2024-04-17,uid://A001/X2d20/X165d
J2258-2758,2018-12-11,uid://A001/X1284/X12d0
J0238+1636,2018-10-20,uid://A001/X87d/X5b9
J0407-1211,2019-02-03,uid://A001/X1284/X12dc
NGC_7465,2018-01-06,uid://A001/X879/X9f1
J1832-2039,2015-08-21,uid://A001/X122/X51e
J1229+0203,2019-04-18,uid://A001/X1284/X12c8
J1256-0547,2019-06-28,uid://A001/X1284/X12c4
J1351-2912,2017-12-26,uid://A001/X87a/X792
J0423-0120,2020-02-14,uid://A001/X133d/Xe77
HeLMS-R68,2024-02-03,uid://A001/X2d1f/X684
J0141-0928,2016-09-01,uid://A001/X12a/X26
J0725-0054,2024-08-16,uid://A001/X335d/X19e
Eyelash,2016-04-29,uid://A002/X5eed86/Xdb
NGC300,2017-01-19,uid://A002/X996c88/X80
J1102-4404,2018-08-29,uid://A001/X1262/X73
J1337-1257,2019-10-04,uid://A001/X1273/X619
J1733-1304,2018-06-23,uid://A001/X87d/X5f3
J1733-1304,2016-11-01,uid://A001/X12a/X19
Ganymede,2015-09-15,uid://A001/X122/X588
J1924-2914,2020-01-27,uid://A001/X12a3/X111
J0334-4008,2016-06-03,uid://A001/X145/X12a
J0854+2006,2017-12-06,uid://A001/X2fa/X2dd
J0303-6211,3000-01-01,uid://A001/X2d20/X1660
J1517-2422,2024-07-11,uid://A001/X2d1f/X5bc
J0006-0623,2018-06-05,uid://A001/X1232/X21b
V_star_V2056_Ori,3000-01-01,uid://A001/X2d20/X1672
J0529-0519,2019-12-06,uid://A001/X12fe/X29
