ALMA_source_name,Obs.date,ID
ngc4321,2023-02-08,uid://A001/X1590/X2021
WIT-01,2016-05-10,uid://A001/X2c2/X9a
T_Tau,2021-04-09,uid://A001/X146a/X92
J0450-8101,2017-09-06,uid://A001/X2fb/X62a
Lupus_3_MMS,2017-05-06,uid://A001/X2fb/X64f
Position_6-R_OFF_0,2021-06-16,uid://A001/X1465/X1070
J2223-3137,2024-08-16,uid://A001/X3577/X4ae
IRAS_15398-3359,2024-05-12,uid://A001/X2df7/X733
HOPS-135,2019-11-22,uid://A001/X135e/Xb3
EES2009_Ser-emb_7_OFF_0,2024-04-26,uid://A001/X2df7/X745
J1058+0133,2021-02-15,uid://A001/X1465/X2384
Position_1-R_OFF_0,2022-08-27,uid://A001/X1465/X1034
J1642+3948,2019-01-23,uid://A001/X1306/X21
J2146-7755,2021-10-03,uid://A001/X1465/Xc83
J1745-0753,2021-02-13,uid://A001/X133d/X8e1
mosaic1,2018-04-19,uid://A001/X2fe/X446
J0532+0732,2023-02-03,uid://A001/X158f/X41a
J1337-1257,2018-03-20,uid://A001/X2fb/X64b
IC_5179,2020-02-01,uid://A001/X133d/X2f81
Position_5-R,2022-10-20,uid://A001/X1465/X1064
B335,2023-12-30,uid://A001/X2df7/X738
J2232+1143,2023-09-09,uid://A001/X15a9/X3b4
J1924-2914,2022-08-23,uid://A001/X1465/X103e
J1147-0724,2020-07-02,uid://A001/X133d/X1c5f
J2141-3729,2024-01-26,uid://A001/X2d20/X187
J081107.38+164304.1,2024-01-05,uid://A001/X2d20/X15f
Ceres,2016-11-20,uid://A001/X2c2/X26
J1550+0527,2019-01-25,uid://A001/X1306/X37
ngc1055,2019-12-05,uid://A001/X133d/X2f89
J1744-3116,2022-09-24,uid://A001/X1465/X1086
HOPS-134,2020-01-03,uid://A001/X135e/Xaf
J1924-2914,2023-09-09,uid://A001/X1590/X32ec
J1147-3812,2019-12-14,uid://A001/X133d/X2f65
HOPS-164,2019-11-15,uid://A001/X135e/Xa5
HOPS-130,2019-11-19,uid://A001/X135e/Xad
NGC_1614,2024-07-06,uid://A001/X2d20/X181
J1744-3116,2021-04-18,uid://A001/X1465/X1020
mosaic3,2018-05-02,uid://A001/X2fe/X442
J1256-0547,2020-07-18,uid://A001/X133d/X1c06
J0204+1514,2021-01-17,uid://A001/X133d/X2f85
MWC_480,2017-11-18,uid://A002/Xb8bd14/X15
Pallas,2018-02-27,uid://A001/X340/X1b7
J0909+0121,2024-01-04,uid://A001/X2d20/X15c
Position_6,2021-03-20,uid://A001/X1465/X1022
J1924-2914,2023-09-06,uid://A001/X1590/X3344
mosaic4,2018-03-31,uid://A001/X2fe/X440
Position_8-R_OFF_0,2022-04-15,uid://A001/X1465/X1088
J1507-1652,2021-07-24,uid://A001/X1477/X1e
HOPS-191,2020-01-02,uid://A001/X135e/X95
Position_4-L_OFF_0,2022-05-17,uid://A001/X1465/X105e
J1256-0547,2020-07-02,uid://A001/X133d/X1c6b
J1058+0133,2019-12-11,uid://A001/X133d/X2f9d
mosaic2,2024-05-16,uid://A001/X2fe/X444
J0909+0121,2020-01-22,uid://A001/X133d/X1c1e
J0715-6829,2020-01-14,uid://A001/X133d/X2f61
HOPS-408,2019-11-08,uid://A001/X135e/Xb7
HOPS-177,2019-11-19,uid://A001/X135e/Xa1
J1744-3116,2022-08-18,uid://A001/X1465/X1050
HOPS-11,2019-10-23,uid://A001/X135e/X93
J0854+2006,2020-02-14,uid://A001/X133d/X1c8b
J1517-2422,2021-04-20,uid://A001/X1465/X1026
J1516+0015,2020-07-08,uid://A001/X133d/X1c77
LMC_N48_core3,2018-03-09,uid://A001/X2fb/X632
Position_7-L,2021-06-19,uid://A001/X1465/X1082
J1118+1234,2019-12-26,uid://A001/X133d/X2f99
HOPS-198,2019-10-24,uid://A001/X135e/X9f
J1924-2914,2023-04-21,uid://A001/X3571/X1e
HOPS-150,2019-11-22,uid://A001/X135e/Xb5
HOPS-157,2019-11-22,uid://A001/X135e/Xa7
HOPS-10,2019-12-13,uid://A001/X135e/X99
LMC_N48,2018-03-17,uid://A001/X2fb/X62e
Sun,2022-03-24,uid://A001/X1477/X20
HOPS-129,2019-11-08,uid://A001/X135e/Xbb
J0242+1101,2017-05-21,uid://A001/X2fb/X4ee
J0747-3310,2021-03-09,uid://A001/X146a/X17
J1517-2422,2020-08-13,uid://A001/X133d/X1af9
HerBS-101,2021-03-28,uid://A001/X1465/Xbd0
J1954-1123,2025-03-01,uid://A001/X2d20/X31fb
J2253+1608,2022-08-13,uid://A001/X14c3/Xfe9
J0538-4405,2017-09-14,uid://A001/X2f6/X16b
RYTau,2016-12-01,uid://A001/X13a/Xe1
J1025+1253,2023-08-08,uid://A001/X159f/X73
J1633-2557,2023-09-06,uid://A001/X146a/X26
J1025+1253,2023-07-22,uid://A001/X159f/X6a
J2331-1556,2021-03-20,uid://A001/X1465/X21c7
J0854+2006,2023-09-08,uid://A001/X159f/X82
J0423-0120,2023-12-23,uid://A001/X158f/X39c
18.29425,2019-05-18,uid://A001/X1284/X4ab
J1410+0203,2019-11-20,uid://A001/X12c4/X13d
J0725-0054,2021-03-18,uid://A001/X1465/X21b7
Neptune,2024-05-04,uid://A001/X35f5/X641
CW_Leo,2023-07-26,uid://A001/X159f/X6d
J0449+1121,2024-01-30,uid://A001/X159f/X95
J1058+0133,2019-04-16,uid://A001/X1284/X4a7
J0840+1312,2021-03-12,uid://A001/X1465/X34e1
J0854+2006,2020-09-24,uid://A001/X135e/X1a
J0341+3352,2019-11-27,uid://A001/X1284/X4b1
CW_Leo,2023-09-09,uid://A001/X159f/X7f
NGC5643,2022-07-12,uid://A001/X1465/Xc8e
HATLAS312,2020-08-30,uid://A001/X133d/X1d52
W49B,2020-07-16,uid://A001/X13b4/X73
J1907+0127,2020-08-09,uid://A001/X13b4/X71
J1838+0404,2024-06-01,uid://A001/X1590/X2067
J1157+1638,2020-12-13,uid://A001/X133d/X1ac4
Mars,2016-10-05,uid://A001/X12f/X29e
IRAS_19190+1102,2020-01-08,uid://A001/X133d/X8ff
IRAS_19134+2131,2019-11-13,uid://A001/X133d/X8fc
HerBS-90,2021-03-29,uid://A001/X1465/Xbaa
HerBS-145,2021-03-31,uid://A001/X1465/Xba4
HerBS-121,2021-03-04,uid://A001/X1465/Xba1
iras16293-2422,2019-01-17,uid://A001/X1306/X5e
HerBS-22,2021-03-27,uid://A001/X1465/Xbb7
J0522-3627,2017-03-08,uid://A001/X13a/Xa3
sn_1987a,2017-08-11,uid://A001/X2fb/X4bb
C11,2023-10-05,uid://A001/X1590/X3391
HerBS-86,2021-03-23,uid://A001/X1465/Xbb4
HerBS-182,2021-03-14,uid://A001/X1465/Xbae
J1427-4206,2024-01-03,uid://A001/X1590/X2063
IRAS_07299-1651,2019-03-28,uid://A001/X12c4/X188
J1851+0035,2020-08-31,uid://A001/X133d/X2dc0
Target_4,2016-10-31,uid://A001/X12f/X294
J0423-0120,2018-10-09,uid://A001/X2fb/X4d1
J1924-2914,2019-09-14,uid://A001/X1284/X4ef
HerBS-182,2021-03-10,uid://A001/X1465/Xbc1
HerBS-103,2021-03-23,uid://A001/X1465/Xbc4
J1256-0547,2024-09-19,uid://A001/X2d20/X31d7
CW_Leo,2022-12-01,uid://A001/X159f/X2e
HerBS-40,2021-03-27,uid://A001/X1465/Xbbd
J1025+1253,2023-06-17,uid://A001/X159f/X55
J2359-3133,2021-03-13,uid://A001/X1465/Xbda
J0854+2006,2016-12-09,uid://A001/X13a/Xc5
J1218-0119,2022-12-09,uid://A001/X1590/X6a7
HerBS-68,2021-03-12,uid://A001/X1465/Xbd7
J0038-2459,2023-01-17,uid://A001/X1590/X335d
J1256-0547,2022-12-16,uid://A001/X1590/X6a3
J2253+1608,2019-12-07,uid://A001/X1306/X56
HerBS-207,2021-03-27,uid://A001/X1465/Xbcd
J0510+1800,2017-06-09,uid://A001/X2fb/X4f2
J1001+2911,2017-04-19,uid://A001/X2fb/X4f6
WP_8082_9102,2021-03-12,uid://A001/X1465/X34fd
J2056-4714,2020-01-04,uid://A001/X135e/X52
J0423-0120,2016-11-07,uid://A001/X13a/Xe9
CW_Leo,2023-10-21,uid://A001/X159f/X79
J2357-5311,2019-11-05,uid://A001/X135e/X42
J1037-2934,2017-03-15,uid://A001/X2f6/X171
J0515-4556,2022-08-26,uid://A001/X14c3/Xfcd
J1028-0236,2023-12-21,uid://A001/X15a9/X403
G09-81106,2021-04-08,uid://A001/X14c3/Xff9
J2253+1608,2023-08-10,uid://A001/X1590/X2088
HeLMS-10,2022-07-20,uid://A001/X14c3/Xff1
CW_Leo,2023-09-23,uid://A001/X159f/X88
J0423-0120,3000-01-01,uid://A001/X15a1/Xe3b
J2148+0657,2019-11-15,uid://A001/X133d/X1ad8
NGC7052,2020-12-03,uid://A001/X133d/X1ad6
J2025-0735,2023-08-26,uid://A001/X158f/X396
SN2017egm,2020-08-13,uid://A001/X135e/X1e
J0510+1800,3000-01-01,uid://A001/X15a1/Xe33
B335,2023-07-30,uid://A001/X1590/X206f
CW_Leo,2023-09-23,uid://A001/X159f/X7c
J0854+2006,2023-12-20,uid://A001/X1590/X339f
J0426+2327,2022-09-06,uid://A001/X135e/X6b
SHIZELS-14,2017-11-07,uid://A001/X2fe/X418
J1924-2914,2019-03-09,uid://A001/X128e/X32
J2232+1143,2019-05-01,uid://A001/X898/Xe0
C01,2023-10-05,uid://A001/X1590/X338d
J0511-6806,2016-04-13,uid://A001/X12f/X29c
Target_2,2017-01-13,uid://A001/X196/Xf2
HerBS-163,2021-03-30,uid://A001/X1465/Xba7
J1751+0939,2018-05-16,uid://A001/X2fe/X48f
J2253+1608,2024-11-28,uid://A001/X361b/X5
HerBS-121,2021-03-05,uid://A001/X1465/Xbb1
J1107-4449,2017-09-19,uid://A001/X2fb/X4af
J0522-3627,2019-08-02,uid://A001/X12c4/X18a
Target_8,2016-03-03,uid://A001/X12f/X298
J1924-2914,2023-10-19,uid://A001/X2df7/X5a5
J1118+1234,2024-01-26,uid://A001/X2df7/X5a1
CW_Leo,2023-04-20,uid://A001/X159f/X43
J0526-6749,2017-07-06,uid://A001/X2fb/X4cb
ngc4321,2023-06-24,uid://A001/X1590/X2039
ngc4321,2023-06-08,uid://A001/X1590/X2031
HerBS-49,2021-03-10,uid://A001/X1465/Xbd4
BGPS3474,2021-02-05,uid://A001/X133d/X2dd8
J0238+1636,2021-07-17,uid://A001/X133d/X1aa6
J1025+1253,2023-04-07,uid://A001/X159f/X3d
J0012-3954,2022-11-09,uid://A001/X14c3/Xfd9
J1037-2934,2017-04-28,uid://A001/X2fb/X4fa
J0854+2006,2023-07-25,uid://A001/X159f/X4c
DM_Tau,2016-11-06,uid://A001/X13a/Xe5
SDSSJ0131-0321,2021-03-16,uid://A001/X1465/X21bb
J2056-4714,2019-10-16,uid://A001/X135e/X46
J1229+0203,2016-08-14,uid://A001/X13a/Xcd
J1229+0203,2023-12-19,uid://A001/X1590/X2084
M83,2022-07-28,uid://A001/X14c2/Xfe
J1256-0547,2022-08-17,uid://A001/X14c2/Xfc
J0006-0623,2021-03-05,uid://A001/X1465/X34f5
TN_J0121+1320,2023-08-22,uid://A001/X1590/X207c
NGC4261,2021-01-16,uid://A001/X133d/X1acc
J2246-1206,2024-11-07,uid://A001/X3577/X552
J2236-1433,2024-05-29,uid://A001/X3577/X54e
J1627-2426,2016-09-24,uid://A001/X13a/Xed
J1107-4449,2021-02-01,uid://A001/X1465/X2184
J2258-2758,2018-06-09,uid://A001/X898/Xde
J0526-6749,2017-08-25,uid://A001/X2fb/X4b3
Target_8,2017-01-14,uid://A001/X196/Xfe
J1025+1253,2023-03-15,uid://A001/X159f/X34
HerBS-60,2021-03-30,uid://A001/X1465/Xbba
J1157+1638,2020-12-06,uid://A001/X133d/X1ac8
AT2018cow,2019-01-19,uid://A001/X1306/X6b
HerBS-81,2021-04-04,uid://A001/X1465/Xbca
HerBS-155,2021-03-23,uid://A001/X1465/Xbc7
J0854+2006,2023-03-28,uid://A001/X159f/X3a
J2253+1608,2023-06-17,uid://A001/X1590/X6b2
J0854+2006,2023-06-17,uid://A001/X159f/X52
J1058+0133,2016-12-10,uid://A001/X13a/Xc7
J1832-1035,2020-08-31,uid://A001/X133d/X2dd6
J1316-3338,2017-06-08,uid://A001/X2fb/X4ea
spt2349-56_red3,2019-11-06,uid://A001/X135e/X56
J1025+1253,2023-07-14,uid://A001/X159f/X4f
J1058+015,2018-01-11,uid://A001/X13a/Xbe
J1410+0203,2021-06-07,uid://A001/X14c3/Xfe1
J0438+3004,2023-01-24,uid://A001/X1590/X208f
J0204+1514,2021-03-03,uid://A001/X1465/X34ed
J0854+2006,2023-06-29,uid://A001/X159f/X5b
J0301+0118,2021-03-03,uid://A001/X1465/X34e9
J2136+0041,2021-03-06,uid://A001/X1465/X34e5
B335,3000-01-01,uid://A001/X1590/X2073
SSTc2d_J162728.4-242721,2023-09-05,uid://A001/X1590/X330c
J1037-2934,2023-10-17,uid://A001/X1590/X1708
J0431+1731,2018-12-19,uid://A001/X1284/X1a37
J0510+1800,2017-07-29,uid://A001/X2fe/X4a1
J1924-2914,2020-09-14,uid://A001/X133d/X2ddb
Target_6,2017-01-13,uid://A001/X196/Xfa
CW_Leo,2023-02-28,uid://A001/X159f/X31
J1025+1253,2022-10-15,uid://A001/X159f/X28
J1256-0547,3000-01-01,uid://A001/X1590/X2061
J1708+0035,2022-11-08,uid://A001/X133d/X1aa2
J1025+1253,2023-01-20,uid://A001/X159f/X2b
J1851+0035,2020-08-31,uid://A001/X133d/X2dd0
NGC_315,2025-02-10,uid://A001/X2df7/X5b4
W49N,2019-12-07,uid://A001/X1306/X58
J0049+0237,2025-02-13,uid://A001/X2d20/X31eb
HeLMS-65,2022-08-30,uid://A001/X14c3/Xfd1
J2250-2806,2024-08-31,uid://A001/X2d20/X31ef
CW_Leo,2023-09-01,uid://A001/X159f/X76
J1127-1857,2017-04-15,uid://A001/X2fb/X4fe
J0423-0120,2023-12-31,uid://A001/X158f/X39a
J1045+1735,2021-03-19,uid://A001/X1465/X21c3
J2357-5311,2017-05-05,uid://A001/X2f6/X15f
J0538-4405,2017-09-09,uid://A001/X2f6/X163
TN_J0205+2242,2023-12-19,uid://A001/X1590/X2080
J0538-4405,2023-08-18,uid://A001/X159f/X70
J0102-7546,2017-04-29,uid://A001/X2f6/X167
J1924-2914,2023-05-25,uid://A001/X1590/X2056
J0635-7516,2018-03-29,uid://A001/X2fb/X4ab
J0854+2006,2023-04-27,uid://A001/X159f/X46
sn_1987a,2017-08-10,uid://A001/X2fb/X4bf
J0854+2006,2023-05-05,uid://A001/X159f/X40
J0854+2006,2023-07-25,uid://A001/X159f/X58
J2253+1608,2024-11-17,uid://A001/X2d20/X31e3
J1256-0547,2021-04-30,uid://A001/X146a/X48
CW_Leo,2023-05-12,uid://A001/X159f/X49
SHiZELS-10,2016-11-11,uid://A001/X13a/Xab
J1551-1755,2024-10-24,uid://A001/X2d20/X31f3
J1924-2914,2021-01-29,uid://A001/X1465/X21cf
J1606+1814,2019-01-26,uid://A001/X1306/X6f
J1058+0133,2021-03-09,uid://A001/X1465/X34f1
J2246-1206,2024-05-11,uid://A001/X3577/X556
HeLMS-R68,2022-08-26,uid://A001/X14c3/Xfed
J0522-3627,2018-04-10,uid://A001/X340/X205
J0635-7516,2017-09-30,uid://A001/X2fb/X4b7
J1604-4441,2018-05-19,uid://A001/X2fe/X48b
J0526-6749,2017-07-06,uid://A001/X2fb/X4c7
J0006-0623,2024-10-02,uid://A001/X3577/X503
ngc253,2023-06-15,uid://A001/X1590/X336d
J0334-4008,2021-04-03,uid://A001/X1465/X21f5
J1617-5848,2025-03-29,uid://A001/X2d20/X31df
PSO055-00,2021-04-06,uid://A001/X1465/X21cb
HeLMS-59,2022-08-30,uid://A001/X14c3/Xfbd
NGP-190387,2023-12-28,uid://A001/X14c3/Xfe5
J2147+0929,2021-02-28,uid://A001/X1465/X34f9
J0006-0623,2022-08-26,uid://A001/X14c3/Xff5
J1924-2914,2023-05-03,uid://A001/X1590/X330e
LkCa_15,2019-12-18,uid://A001/X135e/X6d
J1617-5848,2019-04-11,uid://A001/X12c4/X182
J1610-3958,2023-05-25,uid://A001/X1590/X2052
J0423-0120,3000-01-01,uid://A001/X15a1/Xe25
J0635-7516,2017-08-10,uid://A001/X2fb/X4c3
BGPS5623,2020-11-23,uid://A001/X133d/X2dc2
J1517-2422,2023-05-31,uid://A001/X1590/X204a
AT2018cowATLAS18qqn,2019-01-05,uid://A001/X1306/X3b
J1256-0547,2021-05-12,uid://A001/X146a/X46
J0149+1857,2021-07-17,uid://A001/X133d/X1aa8
J0357+2319,2022-11-18,uid://A001/X1590/X2091
CP_7968_12705,2021-03-03,uid://A001/X1465/X34dd
J2330-3724,2022-08-26,uid://A001/X14c3/Xfdd
J1610-3958,2022-12-03,uid://A001/X1590/X3318
24.38380,2019-04-13,uid://A001/X1284/X4a3
Sz131,2023-04-05,uid://A001/X1590/X3314
J0006-0623,2023-06-29,uid://A001/X1590/X3369
J2056-4714,2019-12-12,uid://A001/X135e/X4a
J0854+2006,2023-10-03,uid://A001/X159f/X85
M87,2024-05-02,uid://A001/X35f5/X648
J16124373-3815031,2023-07-16,uid://A001/X1590/X3312
PSO_J083+11,2021-01-09,uid://A001/X1465/Xd11
DG_Tau_B,2017-10-28,uid://A001/X2fe/X49f
HATLAS742,2020-09-11,uid://A001/X133d/X1d5a
J1924-2914,2020-09-03,uid://A001/X133d/X2dc5
J2101-2933,3000-01-01,uid://A001/X2d20/X31db
J0224+0659,2016-10-16,uid://A001/X13a/Xaf
J0238+1636,2017-05-11,uid://A001/X2fb/X4e6
DoAr_44,2022-06-08,uid://A001/X146a/X28
J1924-2914,2023-08-16,uid://A001/X158f/X394
Titan,2017-09-12,uid://A001/X2fe/X41e
J0601-7036,2021-01-10,uid://A001/X1465/X21a4
J0115-3049,2023-06-28,uid://A001/X1590/X3371
J2337-0230,2021-02-12,uid://A001/X146a/X37
BGPS4449,2020-11-30,uid://A001/X133d/X2dd2
BGPS6120,2021-01-07,uid://A001/X133d/X2dcd
J2226+0052,2021-01-17,uid://A001/X1465/X21bf
J1337-1257,2020-07-09,uid://A001/X133d/X1afd
J1254+1141,2024-04-19,uid://A001/X35f5/X645
V1094_Sco,2023-04-07,uid://A001/X1590/X331a
J1410+0203,2018-03-15,uid://A001/X2fb/X343
Target_11,2017-01-14,uid://A001/X196/X104
Target_10,2016-10-09,uid://A001/X196/X102
J0006-0623,2021-07-14,uid://A001/X133d/X2dee
J1558-1409,2024-11-28,uid://A001/X2d20/X31e7
J0825-3218,2021-04-02,uid://A001/X146a/X15
J0519-4546,2021-03-20,uid://A001/X1465/X21a2
J0750+1231,2020-11-01,uid://A001/X133d/X2f15
Target_12,2017-01-14,uid://A001/X196/X106
J1924-2914,2023-06-08,uid://A001/X1590/X204e
J0854+2006,2019-04-30,uid://A001/X12c4/X11d
PKS1830-211,2018-01-12,uid://A001/X2fe/X865
Target_5,2017-01-13,uid://A001/X196/Xf8
J0006-0623,2024-11-17,uid://A001/X2d20/X31f7
30_Doradus,2021-02-06,uid://A001/X1465/X21a6
BGPS6029,2020-11-22,uid://A001/X133d/X2ddd
Target_4,2016-12-24,uid://A001/X196/Xf6
ngc4321,2023-06-24,uid://A001/X1590/X2041
J1924-2914,2020-08-29,uid://A001/X133d/X2dcb
Target_7,2016-09-04,uid://A001/X196/Xfc
Target_1,2016-10-06,uid://A001/X196/Xf0
BGPS6310,2020-10-10,uid://A001/X133d/X2dc7
GRB221009A,2023-04-26,uid://A001/X3571/X16
Target_3,2017-01-13,uid://A001/X196/Xf4
J2258-2758,2018-08-26,uid://A001/X1234/X29a
HD_290380,2023-09-20,uid://A001/X15c7/X3f
HD_36917,2024-02-27,uid://A001/X15c7/X45
Neptune,2018-08-24,uid://A001/X1234/X290
J1231+0418,2023-09-21,uid://A001/X1590/X413
Ganymede,2018-07-05,uid://A001/X1234/X26f
J1437+0311,2023-09-13,uid://A001/X1590/X41f
V510_Pup,2019-09-23,uid://A001/X143a/X58
iras_08500-3254,2019-08-12,uid://A001/X143a/X2e
J2232+0007,2024-01-09,uid://A001/X1590/X43f
J1427-4206,2017-06-23,uid://A001/X5a4/Xe
J0529-7245,2017-03-11,uid://A001/X2d2/Xc7
Betelgeuse,2023-08-08,uid://A001/X1590/X16a0
ngc253,2021-02-12,uid://A001/X133d/X155d
J1136+3407,2022-11-11,uid://A001/X1590/X28c8
J0006-0623,2023-08-08,uid://A001/X133d/X1581
J1256-0547,2023-01-10,uid://A001/X1590/X28a9
J0006-0623,2023-09-05,uid://A001/X1590/X28b2
J1138,2022-11-30,uid://A001/X1590/X28c4
J0239-0234,2023-02-08,uid://A001/X1590/X407
J0006-0623,2017-12-26,uid://A001/X2d2/Xf0
SV_Aqr,2018-09-05,uid://A001/X1234/X2a0
J2320+0513,2023-04-18,uid://A001/X1590/X28a5
J0221-0646,2023-03-31,uid://A001/X1590/X403
J1254+1141,2024-10-25,uid://A001/X2d20/X3b2
j2313,2023-06-23,uid://A001/X1590/X28a3
J2308-4557,2024-04-28,uid://A001/X2d20/X3b6
3C279,2023-04-08,uid://A001/X15bc/X6e5
J1830-1606,2022-06-22,uid://A001/X1528/X2a2
3C279,2023-04-01,uid://A001/X15bc/X6e2
MRC0114-211,2017-03-03,uid://A001/X2fa/X83
J0215-0222,2024-01-05,uid://A001/X1590/X4a5
ad3a-21124,2023-03-04,uid://A001/X1590/X181c
J0440+1437,2024-07-21,uid://A001/X2d20/X434
iras_06531-0216,2019-08-30,uid://A001/X143a/X90
J0051-0650,2022-09-08,uid://A001/X1465/X3be2
J1322,2022-12-20,uid://A001/X1590/X28ea
V510_Pup,2019-08-26,uid://A001/X143a/X3e
Y_Hya,2018-07-05,uid://A001/X1234/X275
2MASS_J16335560-2442049,2020-12-09,uid://A001/X133d/X13f7
J1610-3958,2020-12-09,uid://A001/X133d/X13fd
J2327+0940,2021-03-31,uid://A001/X1465/X3baf
J1256-0547,2023-09-14,uid://A001/X1590/X44f
J0538-4405,2019-08-19,uid://A001/X143a/X4f
HD_179218,2024-07-05,uid://A001/X15c7/X2d
J0725-0054,2019-08-20,uid://A001/X143a/X7c
HD_35187,2024-07-11,uid://A001/X15c7/X57
J0538-4405,2023-09-28,uid://A001/X15c7/X4b
HD_245185,2024-06-08,uid://A001/X15c7/X54
J1733-1304,2024-05-08,uid://A001/X35f5/X527
2MASS_J05080709+2427123,2022-10-04,uid://A001/X1586/X20
J0423-0120,2023-10-14,uid://A001/X15c7/X51
Neptune,2018-08-11,uid://A001/X1234/X297
RR_Aql,2018-07-27,uid://A001/X1234/X287
V510_Pup,2019-08-12,uid://A001/X143a/X31
J1924-2914,2018-08-07,uid://A001/X1234/X28a
J0538-4405,2019-09-02,uid://A001/X143a/X52
J0750+1231,2018-07-28,uid://A001/X1234/X26c
Mars,2018-07-05,uid://A001/X1234/X25d
J2223-3137,2020-11-19,uid://A001/X133d/X1517
J1924-2914,2022-09-09,uid://A001/X133d/X2890
J0529-7245,2017-01-15,uid://A001/X2d2/Xbb
J0106-2718,2023-05-30,uid://A001/X1590/X28b6
J2232+1143,2023-09-06,uid://A001/X1590/X28af
J0046-2631,2020-01-17,uid://A001/X133d/X1575
RXJ0911.4+0551,2020-12-15,uid://A001/X133d/X2882
IRAS_20075-6005,2022-09-23,uid://A001/X14ed/X235
3C279,2023-04-13,uid://A001/X15bc/X6e8
WB89_905,2023-09-23,uid://A001/X15a9/X2bf
J1636-4102,2016-04-21,uid://A001/X12f/X8
J1058+0133,2022-08-13,uid://A001/X14c2/X1f9
J1427-4206,2023-03-31,uid://A001/X15bc/X6d0
cdfs_205,2023-07-21,uid://A001/X1590/X48d
J1037-2934,2024-01-10,uid://A001/X2d20/X410
J0607-0834,2015-06-27,uid://A002/X6f9b0f/X204
V510_Pup,2019-09-23,uid://A001/X143a/X8c
J0423-0120,2020-12-20,uid://A001/X133d/X2866
J1147-6753,2021-04-07,uid://A001/X14d8/X16
Neptune,2018-07-25,uid://A001/X1234/X27b
J1550+0527,2022-11-03,uid://A001/X1590/X28e0
J0948+0022,2023-12-29,uid://A001/X2d20/X418
J1617-5848,2024-01-12,uid://A001/X360d/X5e
J1357+1919,2023-10-22,uid://A001/X1590/X28f3
J1256-0547,2023-12-19,uid://A001/X1590/X28f7
J1610-3958,2020-11-11,uid://A001/X133d/X13fb
j1322-B4,2022-12-02,uid://A001/X1590/X28e4
J1617-5848,2024-03-13,uid://A001/X2d20/X403
TYC_7851-810-1,2020-12-11,uid://A001/X133d/X13f1
GSC_8143-1225,2023-08-05,uid://A001/X15c7/X39
HD_39014,2024-06-27,uid://A001/X15c7/X30
G24,2018-11-24,uid://A001/X1234/X1e8
J0816-2421,2019-08-26,uid://A001/X143a/X72
J2316+1618,2021-07-01,uid://A001/X1465/X3ba9
J0725-0054,2019-09-02,uid://A001/X143a/X65
J2258-2758,2021-03-19,uid://A001/X1465/X3ba3
J0725-0054,2019-09-02,uid://A001/X143a/X96
J0849-3541,2019-08-12,uid://A001/X143a/X48
J0309-6058,2021-04-14,uid://A001/X134b/X9c
J0854+2006,2019-09-23,uid://A001/X143a/X93
iras_07180-1314,2019-09-23,uid://A001/X143a/X6c
J1924-2914,2015-01-27,uid://A002/X5ce05d/X128
J0601-7036,2017-01-20,uid://A001/X2d2/Xb7
T_Mic,2018-07-26,uid://A001/X1234/X284
J2019-5201,2020-11-22,uid://A001/X133d/X1513
iras_07145-1428,2019-08-19,uid://A001/X143a/X38
Uranus,2018-10-10,uid://A001/X1234/X260
J0940-6107,2020-02-27,uid://A001/X133d/X284a
J0046-2631,2021-01-17,uid://A001/X133d/X1565
G14.33,2022-08-23,uid://A001/X133d/X289b
J0510+1800,2023-02-09,uid://A001/X1590/X938
J0510+1800,2023-02-15,uid://A001/X1590/X936
GY_91,2017-01-12,uid://A001/X2d2/Xd6
J1924-2914,2023-12-26,uid://A001/X2d20/X2264
J2253+1608,2017-09-01,uid://A001/X2fa/X6b
J1229+0203,2023-03-31,uid://A001/X15bc/X6cd
J0204+1514,2023-08-24,uid://A001/X1590/X1761
J0423-0120,2023-10-28,uid://A001/X14ed/X1c3
J0210-5101,2022-10-15,uid://A001/X134b/Xa2
J1825-1718,2024-07-12,uid://A001/X360d/X89
J0538-4405,2024-09-07,uid://A001/X15a9/Xfd
J0342-3007,2023-08-25,uid://A001/X1590/X495
J0224-4711,2022-11-25,uid://A001/X1590/X15b8
J1256-0547,2023-03-10,uid://A001/X1590/X28ec
RU_Lup,2020-07-26,uid://A001/X133d/X13de
J0948+0022,2024-05-09,uid://A001/X2d20/X414
J1221+2813,2023-01-05,uid://A001/X1590/X28d0
J0210-5101,2023-07-25,uid://A001/X15c7/X33
J1924-2914,2018-08-10,uid://A001/X1234/X293
iras_07145-1428,2019-08-26,uid://A001/X143a/X79
J1851+0035,2024-06-01,uid://A001/X15c7/X2a
J0656-0323,2019-08-26,uid://A001/X143a/X69
2MASS_J04343128+1722201,2022-10-18,uid://A001/X1586/X2c
J0816-2421,2019-09-09,uid://A001/X143a/X99
HD_68695,2023-09-08,uid://A001/X15c7/X3c
J0440+1437,2022-10-09,uid://A001/X1586/X23
J0854+2006,2023-02-08,uid://A001/X1590/X433
J0423-0120,2019-08-26,uid://A001/X143a/X2b
iras_07145-1428,2019-08-26,uid://A001/X143a/X45
iras_06531-0216,2019-08-19,uid://A001/X143a/X42
Mystic_Mountain_OFF_0,2020-01-17,uid://A001/X133d/X284c
J1505+0326,2023-04-13,uid://A001/X1590/X42f
J1048-1909,2018-07-05,uid://A001/X1234/X272
J1428,2023-05-27,uid://A001/X1590/X28d4
